,soymeal_etf,M0_main,near_major,near_major_contract,far_major,far_major_contract
2023-06-12,1.773,3507.0,3507.0,M2309,3400.0,M2401
2023-06-13,1.79,3542.0,3542.0,M2309,3433.0,M2401
2023-06-14,1.787,3538.0,3538.0,M2309,3445.0,M2401
2023-06-15,1.822,3595.0,3595.0,M2309,3490.0,M2401
2023-06-16,1.853,3665.0,3665.0,M2309,3545.0,M2401
2023-06-19,1.893,3705.0,3705.0,M2309,3577.0,M2401
2023-06-20,1.901,3755.0,3755.0,M2309,3617.0,M2401
2023-06-21,1.943,3819.0,3819.0,M2309,3672.0,M2401
2023-06-26,1.916,3787.0,3787.0,M2309,3637.0,M2401
2023-06-27,1.9,3751.0,3751.0,M2309,3607.0,M2401
2023-06-28,1.893,3740.0,3740.0,M2309,3567.0,M2401
2023-06-29,1.888,3736.0,3736.0,M2309,3560.0,M2401
2023-06-30,1.901,3756.0,3756.0,M2309,3554.0,M2401
2023-07-03,2.052,3965.0,3965.0,M2309,3767.0,M2401
2023-07-04,2.014,3977.0,3977.0,M2309,3719.0,M2401
2023-07-05,2.019,3991.0,3991.0,M2309,3761.0,M2401
2023-07-06,2.017,3985.0,3985.0,M2309,3750.0,M2401
2023-07-07,2.006,3967.0,3967.0,M2309,3720.0,M2401
2023-07-10,2.008,3975.0,3975.0,M2309,3715.0,M2401
2023-07-11,2.017,3994.0,3994.0,M2309,3737.0,M2401
2023-07-12,2.05,4051.0,4051.0,M2309,3775.0,M2401
2023-07-13,2.035,4020.0,4020.0,M2309,3719.0,M2401
2023-07-14,2.036,4023.0,4023.0,M2309,3732.0,M2401
2023-07-17,2.056,4064.0,4064.0,M2309,3782.0,M2401
2023-07-18,2.059,4068.0,4068.0,M2309,3780.0,M2401
2023-07-19,2.106,4155.0,4155.0,M2309,3855.0,M2401
2023-07-20,2.121,4188.0,4188.0,M2309,3890.0,M2401
2023-07-21,2.103,4156.0,4156.0,M2309,3856.0,M2401
2023-07-24,2.107,4164.0,4164.0,M2309,3845.0,M2401
2023-07-25,2.146,4236.0,4236.0,M2309,3868.0,M2401
2023-07-26,2.161,4270.0,4270.0,M2309,3871.0,M2401
2023-07-27,2.186,4311.0,4311.0,M2309,3917.0,M2401
2023-07-28,2.161,4274.0,4274.0,M2309,3885.0,M2401
2023-07-31,2.151,4253.0,4253.0,M2309,3826.0,M2401
2023-08-01,2.173,4311.0,4311.0,M2309,3817.0,M2401
2023-08-02,2.178,4339.0,4339.0,M2309,3820.0,M2401
2023-08-03,2.153,4322.0,4322.0,M2309,3770.0,M2401
2023-08-04,2.175,4349.0,4349.0,M2309,3812.0,M2401
2023-08-07,2.151,4372.0,4372.0,M2309,3770.0,M2401
2023-08-08,2.142,4371.0,4371.0,M2309,3756.0,M2401
2023-08-09,2.187,4426.0,4426.0,M2309,3826.0,M2401
2023-08-10,2.19,4488.0,4488.0,M2309,3837.0,M2401
2023-08-11,2.206,4487.0,4487.0,M2309,3859.0,M2401
2023-08-14,2.219,3883.0,4509.0,M2309,3883.0,M2401
2023-08-15,2.237,3914.0,4553.0,M2309,3914.0,M2401
2023-08-16,2.234,3900.0,4569.0,M2309,3900.0,M2401
2023-08-17,2.27,3962.0,4689.0,M2309,3962.0,M2401
2023-08-18,2.296,4010.0,4761.0,M2309,4010.0,M2401
2023-08-21,2.343,4088.0,4958.0,M2309,4088.0,M2401
2023-08-22,2.272,3974.0,4805.0,M2309,3974.0,M2401
2023-08-23,2.27,3979.0,4761.0,M2309,3979.0,M2401
2023-08-24,2.286,3997.0,4787.0,M2309,3997.0,M2401
2023-08-25,2.334,4075.0,4871.0,M2309,4075.0,M2401
2023-08-28,2.357,4120.0,4920.0,M2309,4120.0,M2401
2023-08-29,2.372,4144.0,4933.0,M2309,4144.0,M2401
2023-08-30,2.367,4136.0,4916.0,M2309,4136.0,M2401
2023-08-31,2.372,4137.0,4930.0,M2309,4137.0,M2401
2023-09-01,2.347,4105.0,4922.0,M2309,4105.0,M2401
2023-09-04,2.304,4032.0,4840.0,M2309,4032.0,M2401
2023-09-05,2.329,4086.0,4904.0,M2309,4086.0,M2401
2023-09-06,2.365,4135.0,4910.0,M2309,4135.0,M2401
2023-09-07,2.368,4137.0,4850.0,M2309,4137.0,M2401
2023-09-08,2.324,4062.0,4800.0,M2309,4062.0,M2401
2023-09-11,2.347,4103.0,4643.0,M2309,4103.0,M2401
2023-09-12,2.321,4057.0,4658.0,M2309,4057.0,M2401
2023-09-13,2.284,3995.0,4600.0,M2309,3995.0,M2401
2023-09-14,2.272,3979.0,4610.0,M2309,3979.0,M2401
2023-09-15,2.32,4062.0,,M2309,4062.0,M2401
2023-09-18,2.302,4029.0,,M2309,4029.0,M2401
2023-09-19,2.251,3941.0,,M2309,3941.0,M2401
2023-09-20,2.276,3988.0,,M2309,3988.0,M2401
2023-09-21,2.253,3949.0,,M2309,3949.0,M2401
2023-09-22,2.261,3962.0,,M2309,3962.0,M2401
2023-09-25,2.253,3941.0,,M2309,3941.0,M2401
2023-09-26,2.268,3974.0,,M2309,3974.0,M2401
2023-09-27,2.288,4006.0,,M2309,4006.0,M2401
2023-09-28,2.283,3996.0,,M2309,3996.0,M2401
2023-10-09,2.212,3867.0,3867.0,M2401,3334.0,M2405
2023-10-10,2.172,3795.0,3795.0,M2401,3325.0,M2405
2023-10-11,2.165,3787.0,3787.0,M2401,3367.0,M2405
2023-10-12,2.181,3815.0,3815.0,M2401,3351.0,M2405
2023-10-13,2.216,3873.0,3873.0,M2401,3393.0,M2405
2023-10-16,2.224,3885.0,3885.0,M2401,3394.0,M2405
2023-10-17,2.22,3884.0,3884.0,M2401,3379.0,M2405
2023-10-18,2.227,3893.0,3893.0,M2401,3395.0,M2405
2023-10-19,2.237,3911.0,3911.0,M2401,3410.0,M2405
2023-10-20,2.242,3913.0,3913.0,M2401,3409.0,M2405
2023-10-23,2.222,3886.0,3886.0,M2401,3387.0,M2405
2023-10-24,2.208,3859.0,3859.0,M2401,3400.0,M2405
2023-10-25,2.232,3895.0,3895.0,M2401,3422.0,M2405
2023-10-26,2.238,3908.0,3908.0,M2401,3413.0,M2405
2023-10-27,2.251,3929.0,3929.0,M2401,3411.0,M2405
2023-10-30,2.291,3992.0,3992.0,M2401,3462.0,M2405
2023-10-31,2.244,3916.0,3916.0,M2401,3410.0,M2405
2023-11-01,2.268,3957.0,3957.0,M2401,3432.0,M2405
2023-11-02,2.298,3997.0,3997.0,M2401,3452.0,M2405
2023-11-03,2.315,4039.0,4039.0,M2401,3479.0,M2405
2023-11-06,2.357,4118.0,4118.0,M2401,3547.0,M2405
2023-11-07,2.351,4100.0,4100.0,M2401,3537.0,M2405
2023-11-08,2.366,4129.0,4129.0,M2401,3568.0,M2405
2023-11-09,2.359,4119.0,4119.0,M2401,3570.0,M2405
2023-11-10,2.306,4028.0,4028.0,M2401,3495.0,M2405
2023-11-13,2.322,4058.0,4058.0,M2401,3531.0,M2405
2023-11-14,2.344,4094.0,4094.0,M2401,3555.0,M2405
2023-11-15,2.368,4138.0,4138.0,M2401,3580.0,M2405
2023-11-16,2.364,4126.0,4126.0,M2401,3572.0,M2405
2023-11-17,2.311,4036.0,4036.0,M2401,3529.0,M2405
2023-11-20,2.283,3987.0,3987.0,M2401,3493.0,M2405
2023-11-21,2.306,4029.0,4029.0,M2401,3520.0,M2405
2023-11-22,2.287,3997.0,3997.0,M2401,3496.0,M2405
2023-11-23,2.266,3956.0,3956.0,M2401,3477.0,M2405
2023-11-24,2.273,3969.0,3969.0,M2401,3489.0,M2405
2023-11-27,2.233,3902.0,3902.0,M2401,3425.0,M2405
2023-11-28,2.234,3899.0,3899.0,M2401,3423.0,M2405
2023-11-29,2.224,3884.0,3884.0,M2401,3417.0,M2405
2023-11-30,2.227,3885.0,3885.0,M2401,3439.0,M2405
2023-12-01,2.209,3860.0,3860.0,M2401,3380.0,M2405
2023-12-04,2.225,3886.0,3886.0,M2401,3366.0,M2405
2023-12-05,2.235,3905.0,3905.0,M2401,3368.0,M2405
2023-12-06,2.228,3927.0,3927.0,M2401,3395.0,M2405
2023-12-07,2.221,3943.0,3943.0,M2401,3389.0,M2405
2023-12-08,2.245,3978.0,3978.0,M2401,3418.0,M2405
2023-12-11,2.245,3418.0,3969.0,M2401,3418.0,M2405
2023-12-12,2.279,3479.0,4005.0,M2401,3479.0,M2405
2023-12-13,2.274,3463.0,3950.0,M2401,3463.0,M2405
2023-12-14,2.235,3409.0,3909.0,M2401,3409.0,M2405
2023-12-15,2.235,3404.0,3916.0,M2401,3404.0,M2405
2023-12-18,2.216,3376.0,3899.0,M2401,3376.0,M2405
2023-12-19,2.218,3380.0,3902.0,M2401,3380.0,M2405
2023-12-20,2.203,3355.0,3871.0,M2401,3355.0,M2405
2023-12-21,2.203,3355.0,3903.0,M2401,3355.0,M2405
2023-12-22,2.182,3322.0,3879.0,M2401,3322.0,M2405
2023-12-25,2.196,3344.0,3896.0,M2401,3344.0,M2405
2023-12-26,2.194,3338.0,3897.0,M2401,3338.0,M2405
2023-12-27,2.213,3364.0,3936.0,M2401,3364.0,M2405
2023-12-28,2.21,3360.0,3933.0,M2401,3360.0,M2405
2023-12-29,2.183,3313.0,3821.0,M2401,3313.0,M2405
2024-01-02,2.135,3248.0,3770.0,M2401,3248.0,M2405
2024-01-03,2.134,3245.0,3777.0,M2401,3245.0,M2405
2024-01-04,2.143,3259.0,3792.0,M2401,3259.0,M2405
2024-01-05,2.11,3205.0,3752.0,M2401,3205.0,M2405
2024-01-08,2.077,3157.0,3650.0,M2401,3157.0,M2405
2024-01-09,2.08,3162.0,,M2401,3162.0,M2405
2024-01-10,2.065,3144.0,3655.0,M2401,3144.0,M2405
2024-01-11,2.06,3135.0,,M2401,3135.0,M2405
2024-01-12,2.026,3078.0,,M2401,3078.0,M2405
2024-01-15,2.018,3072.0,,M2401,3072.0,M2405
2024-01-16,2.024,3083.0,,M2401,3083.0,M2405
2024-01-17,2.005,3054.0,,M2401,3054.0,M2405
2024-01-18,1.987,3028.0,,M2401,3028.0,M2405
2024-01-19,1.994,3037.0,,M2401,3037.0,M2405
2024-01-22,2.001,3039.0,,M2401,3039.0,M2405
2024-01-23,2.002,3047.0,,M2401,3047.0,M2405
2024-01-24,2.022,3072.0,,M2401,3072.0,M2405
2024-01-25,2.007,3050.0,,M2401,3050.0,M2405
2024-01-26,1.976,3007.0,,M2401,3007.0,M2405
2024-01-29,1.939,2952.0,,M2401,2952.0,M2405
2024-01-30,1.934,2944.0,,M2401,2944.0,M2405
2024-01-31,1.97,2994.0,,M2401,2994.0,M2405
2024-02-01,2.002,3033.0,3033.0,M2405,3105.0,M2409
2024-02-02,1.966,2997.0,2997.0,M2405,3070.0,M2409
2024-02-05,1.965,2993.0,2993.0,M2405,3066.0,M2409
2024-02-06,1.97,3002.0,3002.0,M2405,3079.0,M2409
2024-02-07,1.957,2982.0,2982.0,M2405,3069.0,M2409
2024-02-08,1.973,3007.0,3007.0,M2405,3087.0,M2409
2024-02-19,2.0,3042.0,3042.0,M2405,3116.0,M2409
2024-02-20,1.993,3026.0,3026.0,M2405,3102.0,M2409
2024-02-21,1.976,3001.0,3001.0,M2405,3086.0,M2409
2024-02-22,1.971,2989.0,2989.0,M2405,3081.0,M2409
2024-02-23,1.972,2996.0,2996.0,M2405,3078.0,M2409
2024-02-26,1.968,2989.0,2989.0,M2405,3077.0,M2409
2024-02-27,1.994,3031.0,3031.0,M2405,3110.0,M2409
2024-02-28,1.991,3020.0,3020.0,M2405,3105.0,M2409
2024-02-29,1.99,3021.0,3021.0,M2405,3106.0,M2409
2024-03-01,2.034,3086.0,3086.0,M2405,3170.0,M2409
2024-03-04,2.07,3141.0,3141.0,M2405,3215.0,M2409
2024-03-05,2.064,3135.0,3135.0,M2405,3202.0,M2409
2024-03-06,2.063,3127.0,3127.0,M2405,3193.0,M2409
2024-03-07,2.071,3145.0,3145.0,M2405,3210.0,M2409
2024-03-08,2.129,3234.0,3234.0,M2405,3269.0,M2409
2024-03-11,2.116,3214.0,3214.0,M2405,3262.0,M2409
2024-03-12,2.119,3224.0,3224.0,M2405,3271.0,M2409
2024-03-13,2.119,3218.0,3218.0,M2405,3269.0,M2409
2024-03-14,2.156,3266.0,3266.0,M2405,3295.0,M2409
2024-03-15,2.167,3292.0,3292.0,M2405,3305.0,M2409
2024-03-18,2.148,3266.0,3266.0,M2405,3280.0,M2409
2024-03-19,2.168,3287.0,3287.0,M2405,3290.0,M2409
2024-03-20,2.192,3324.0,3324.0,M2405,3306.0,M2409
2024-03-21,2.23,3385.0,3385.0,M2405,3366.0,M2409
2024-03-22,2.192,3316.0,3316.0,M2405,3322.0,M2409
2024-03-25,2.134,3249.0,3249.0,M2405,3278.0,M2409
2024-03-26,2.139,3258.0,3258.0,M2405,3291.0,M2409
2024-03-27,2.147,3261.0,3261.0,M2405,3311.0,M2409
2024-03-28,2.11,3224.0,3224.0,M2405,3283.0,M2409
2024-03-29,2.137,3257.0,3257.0,M2405,3321.0,M2409
2024-04-01,2.157,3286.0,3286.0,M2405,3351.0,M2409
2024-04-02,2.137,3317.0,3232.0,M2405,3317.0,M2409
2024-04-03,2.123,3293.0,3211.0,M2405,3293.0,M2409
2024-04-08,2.141,3323.0,3244.0,M2405,3323.0,M2409
2024-04-09,2.15,3335.0,3235.0,M2405,3335.0,M2409
2024-04-10,2.143,3321.0,3221.0,M2405,3321.0,M2409
2024-04-11,2.12,3287.0,3199.0,M2405,3287.0,M2409
2024-04-12,2.141,3325.0,3231.0,M2405,3325.0,M2409
2024-04-15,2.169,3357.0,3261.0,M2405,3357.0,M2409
2024-04-16,2.19,3385.0,3297.0,M2405,3385.0,M2409
2024-04-17,2.125,3287.0,3203.0,M2405,3287.0,M2409
2024-04-18,2.142,3322.0,3240.0,M2405,3322.0,M2409
2024-04-19,2.163,3353.0,3263.0,M2405,3353.0,M2409
2024-04-22,2.156,3338.0,3245.0,M2405,3338.0,M2409
2024-04-23,2.167,3363.0,3258.0,M2405,3363.0,M2409
2024-04-24,2.19,3397.0,3277.0,M2405,3397.0,M2409
2024-04-25,2.182,3377.0,3259.0,M2405,3377.0,M2409
2024-04-26,2.187,3386.0,3266.0,M2405,3386.0,M2409
2024-04-29,2.177,3375.0,3260.0,M2405,3375.0,M2409
2024-04-30,2.188,3399.0,3293.0,M2405,3399.0,M2409
2024-05-06,2.244,3475.0,3374.0,M2405,3475.0,M2409
2024-05-07,2.315,3591.0,3471.0,M2405,3591.0,M2409
2024-05-08,2.322,3594.0,3481.0,M2405,3594.0,M2409
2024-05-09,2.31,3571.0,3508.0,M2405,3571.0,M2409
2024-05-10,2.275,3523.0,3411.0,M2405,3523.0,M2409
2024-05-13,2.296,3559.0,3464.0,M2405,3559.0,M2409
2024-05-14,2.287,3536.0,3450.0,M2405,3536.0,M2409
2024-05-15,2.302,3565.0,3450.0,M2405,3565.0,M2409
2024-05-16,2.298,3550.0,3450.0,M2405,3550.0,M2409
2024-05-17,2.325,3592.0,3508.0,M2405,3592.0,M2409
2024-05-20,2.317,3583.0,,M2405,3583.0,M2409
2024-05-21,2.319,3580.0,,M2405,3580.0,M2409
2024-05-22,2.338,3622.0,,M2405,3622.0,M2409
2024-05-23,2.341,3622.0,,M2405,3622.0,M2409
2024-05-24,2.322,3589.0,,M2405,3589.0,M2409
2024-05-27,2.32,3588.0,,M2405,3588.0,M2409
2024-05-28,2.298,3560.0,,M2405,3560.0,M2409
2024-05-29,2.265,3509.0,,M2405,3509.0,M2409
2024-05-30,2.246,3481.0,,M2405,3481.0,M2409
2024-05-31,2.256,3495.0,,M2405,3495.0,M2409
2024-06-03,2.225,3447.0,3447.0,M2409,3397.0,M2501
2024-06-04,2.237,3466.0,3466.0,M2409,3401.0,M2501
2024-06-05,2.254,3487.0,3487.0,M2409,3419.0,M2501
2024-06-06,2.263,3502.0,3502.0,M2409,3426.0,M2501
2024-06-07,2.264,3494.0,3494.0,M2409,3420.0,M2501
2024-06-11,2.247,3477.0,3477.0,M2409,3412.0,M2501
2024-06-12,2.252,3485.0,3485.0,M2409,3416.0,M2501
2024-06-13,2.212,3417.0,3417.0,M2409,3364.0,M2501
2024-06-14,2.232,3457.0,3457.0,M2409,3404.0,M2501
2024-06-17,2.194,3399.0,3399.0,M2409,3364.0,M2501
2024-06-18,2.173,3362.0,3362.0,M2409,3355.0,M2501
2024-06-19,2.181,3374.0,3374.0,M2409,3376.0,M2501
2024-06-20,2.185,3379.0,3379.0,M2409,3387.0,M2501
2024-06-21,2.156,3334.0,3334.0,M2409,3350.0,M2501
2024-06-24,2.165,3347.0,3347.0,M2409,3371.0,M2501
2024-06-25,2.171,3358.0,3358.0,M2409,3387.0,M2501
2024-06-26,2.175,3360.0,3360.0,M2409,3396.0,M2501
2024-06-27,2.175,3363.0,3363.0,M2409,3415.0,M2501
2024-06-28,2.182,3374.0,3374.0,M2409,3410.0,M2501
2024-07-01,2.176,3366.0,3366.0,M2409,3403.0,M2501
2024-07-02,2.197,3393.0,3393.0,M2409,3435.0,M2501
2024-07-03,2.19,3381.0,3381.0,M2409,3439.0,M2501
2024-07-04,2.14,3307.0,3307.0,M2409,3388.0,M2501
2024-07-05,2.158,3338.0,3338.0,M2409,3410.0,M2501
2024-07-08,2.145,3313.0,3313.0,M2409,3388.0,M2501
2024-07-09,2.11,3258.0,3258.0,M2409,3322.0,M2501
2024-07-10,2.087,3225.0,3225.0,M2409,3282.0,M2501
2024-07-11,2.064,3185.0,3185.0,M2409,3259.0,M2501
2024-07-12,2.052,3166.0,3166.0,M2409,3235.0,M2501
2024-07-15,2.01,3105.0,3105.0,M2409,3184.0,M2501
2024-07-16,1.997,3084.0,3084.0,M2409,3166.0,M2501
2024-07-17,2.016,3111.0,3111.0,M2409,3190.0,M2501
2024-07-18,2.016,3112.0,3112.0,M2409,3187.0,M2501
2024-07-19,2.04,3148.0,3148.0,M2409,3218.0,M2501
2024-07-22,2.049,3163.0,3163.0,M2409,3242.0,M2501
2024-07-23,2.045,3154.0,3154.0,M2409,3231.0,M2501
2024-07-24,2.047,3159.0,3159.0,M2409,3230.0,M2501
2024-07-25,2.034,3142.0,3142.0,M2409,3212.0,M2501
2024-07-26,2.049,3161.0,3161.0,M2409,3226.0,M2501
2024-07-29,2.007,3101.0,3101.0,M2409,3167.0,M2501
2024-07-30,1.997,3084.0,3084.0,M2409,3146.0,M2501
2024-07-31,2.005,3093.0,3093.0,M2409,3148.0,M2501
2024-08-01,1.993,3072.0,3072.0,M2409,3131.0,M2501
2024-08-02,2.0,3084.0,3084.0,M2409,3154.0,M2501
2024-08-05,1.983,3055.0,3055.0,M2409,3135.0,M2501
2024-08-06,1.967,3023.0,3023.0,M2409,3110.0,M2501
2024-08-07,1.94,2979.0,2979.0,M2409,3065.0,M2501
2024-08-08,1.945,2992.0,2992.0,M2409,3068.0,M2501
2024-08-09,1.938,2991.0,2991.0,M2409,3058.0,M2501
2024-08-12,1.925,2981.0,2981.0,M2409,3038.0,M2501
2024-08-13,1.858,2877.0,2877.0,M2409,2931.0,M2501
2024-08-14,1.846,2911.0,2857.0,M2409,2911.0,M2501
2024-08-15,1.868,2949.0,2901.0,M2409,2949.0,M2501
2024-08-16,1.859,2936.0,2906.0,M2409,2936.0,M2501
2024-08-19,1.848,2917.0,2902.0,M2409,2917.0,M2501
2024-08-20,1.864,2942.0,2902.0,M2409,2942.0,M2501
2024-08-21,1.877,2960.0,2921.0,M2409,2960.0,M2501
2024-08-22,1.866,2944.0,2911.0,M2409,2944.0,M2501
2024-08-23,1.859,2929.0,2907.0,M2409,2929.0,M2501
2024-08-26,1.874,2955.0,2933.0,M2409,2955.0,M2501
2024-08-27,1.891,2978.0,2959.0,M2409,2978.0,M2501
2024-08-28,1.908,3002.0,2981.0,M2409,3002.0,M2501
2024-08-29,1.904,2998.0,2972.0,M2409,2998.0,M2501
2024-08-30,1.922,3027.0,2985.0,M2409,3027.0,M2501
2024-09-02,1.926,3031.0,3003.0,M2409,3031.0,M2501
2024-09-03,1.949,3070.0,3050.0,M2409,3070.0,M2501
2024-09-04,1.924,3036.0,3050.0,M2409,3036.0,M2501
2024-09-05,1.954,3079.0,3084.0,M2409,3079.0,M2501
2024-09-06,1.984,3122.0,3093.0,M2409,3122.0,M2501
2024-09-09,1.962,3091.0,3062.0,M2409,3091.0,M2501
2024-09-10,1.928,3040.0,3040.0,M2409,3040.0,M2501
2024-09-11,1.942,3063.0,3039.0,M2409,3063.0,M2501
2024-09-12,1.933,3051.0,3030.0,M2409,3051.0,M2501
2024-09-13,1.948,3075.0,3030.0,M2409,3075.0,M2501
2024-09-18,1.991,3138.0,,M2409,3138.0,M2501
2024-09-19,1.947,3065.0,,M2409,3065.0,M2501
2024-09-20,1.947,3065.0,,M2409,3065.0,M2501
2024-09-23,1.94,3056.0,,M2409,3056.0,M2501
2024-09-24,1.967,3102.0,,M2409,3102.0,M2501
2024-09-25,1.94,3061.0,,M2409,3061.0,M2501
2024-09-26,1.971,3116.0,,M2409,3116.0,M2501
2024-09-27,1.956,3089.0,,M2409,3089.0,M2501
2024-09-30,1.998,3150.0,,M2409,3150.0,M2501
2024-10-08,1.918,3019.0,3019.0,M2501,2837.0,M2505
2024-10-09,1.919,3026.0,3026.0,M2501,2829.0,M2505
2024-10-10,1.918,3022.0,3022.0,M2501,2831.0,M2505
2024-10-11,1.888,2974.0,2974.0,M2501,2785.0,M2505
2024-10-14,1.9,2991.0,2991.0,M2501,2794.0,M2505
2024-10-15,1.901,2992.0,2992.0,M2501,2791.0,M2505
2024-10-16,1.914,3009.0,3009.0,M2501,2796.0,M2505
2024-10-17,1.882,2961.0,2961.0,M2501,2764.0,M2505
2024-10-18,1.9,2995.0,2995.0,M2501,2793.0,M2505
2024-10-21,1.895,2985.0,2985.0,M2501,2788.0,M2505
2024-10-22,1.891,2978.0,2978.0,M2501,2791.0,M2505
2024-10-23,1.899,2988.0,2988.0,M2501,2829.0,M2505
2024-10-24,1.897,2984.0,2984.0,M2501,2834.0,M2505
2024-10-25,1.876,2948.0,2948.0,M2501,2816.0,M2505
2024-10-28,1.894,2985.0,2985.0,M2501,2835.0,M2505
2024-10-29,1.911,3012.0,3012.0,M2501,2837.0,M2505
2024-10-30,1.913,3015.0,3015.0,M2501,2836.0,M2505
2024-10-31,1.901,2992.0,2992.0,M2501,2829.0,M2505
2024-11-01,1.884,2963.0,2963.0,M2501,2821.0,M2505
2024-11-04,1.896,2985.0,2985.0,M2501,2817.0,M2505
2024-11-05,1.882,2957.0,2957.0,M2501,2789.0,M2505
2024-11-06,1.904,3002.0,3002.0,M2501,2816.0,M2505
2024-11-07,1.952,3093.0,3093.0,M2501,2882.0,M2505
2024-11-08,1.934,3013.0,3013.0,M2501,2850.0,M2505
2024-11-11,1.974,3086.0,3086.0,M2501,2920.0,M2505
2024-11-12,1.982,3067.0,3067.0,M2501,2924.0,M2505
2024-11-13,1.979,3059.0,3059.0,M2501,2927.0,M2505
2024-11-14,1.964,3035.0,3035.0,M2501,2903.0,M2505
2024-11-15,1.908,2814.0,2919.0,M2501,2814.0,M2505
2024-11-18,1.911,2821.0,2959.0,M2501,2821.0,M2505
2024-11-19,1.921,2836.0,2963.0,M2501,2836.0,M2505
2024-11-20,1.915,2827.0,2937.0,M2501,2827.0,M2505
2024-11-21,1.913,2822.0,2929.0,M2501,2822.0,M2505
2024-11-22,1.878,2767.0,2874.0,M2501,2767.0,M2505
2024-11-25,1.888,2792.0,2881.0,M2501,2792.0,M2505
2024-11-26,1.9,2807.0,2933.0,M2501,2807.0,M2505
2024-11-27,1.899,2804.0,2912.0,M2501,2804.0,M2505
2024-11-28,1.896,2800.0,2909.0,M2501,2800.0,M2505
2024-11-29,1.898,2801.0,2900.0,M2501,2801.0,M2505
2024-12-02,1.887,2783.0,2886.0,M2501,2783.0,M2505
2024-12-03,1.869,2757.0,2857.0,M2501,2757.0,M2505
2024-12-04,1.833,2706.0,2819.0,M2501,2706.0,M2505
2024-12-05,1.806,2660.0,2796.0,M2501,2660.0,M2505
2024-12-06,1.8,2656.0,2824.0,M2501,2656.0,M2505
2024-12-09,1.819,2681.0,2849.0,M2501,2681.0,M2505
2024-12-10,1.813,2673.0,2857.0,M2501,2673.0,M2505
2024-12-11,1.797,2650.0,2846.0,M2501,2650.0,M2505
2024-12-12,1.796,2646.0,2842.0,M2501,2646.0,M2505
2024-12-13,1.793,2642.0,2873.0,M2501,2642.0,M2505
2024-12-16,1.798,2651.0,2868.0,M2501,2651.0,M2505
2024-12-17,1.772,2614.0,2848.0,M2501,2614.0,M2505
2024-12-18,1.741,2567.0,2743.0,M2501,2567.0,M2505
2024-12-19,1.743,2572.0,2732.0,M2501,2572.0,M2505
2024-12-20,1.784,2633.0,2790.0,M2501,2633.0,M2505
2024-12-23,1.773,2616.0,2815.0,M2501,2616.0,M2505
2024-12-24,1.781,2628.0,2848.0,M2501,2628.0,M2505
2024-12-25,1.792,2645.0,2849.0,M2501,2645.0,M2505
2024-12-26,1.806,2668.0,2872.0,M2501,2668.0,M2505
2024-12-27,1.808,2670.0,2863.0,M2501,2670.0,M2505
2024-12-30,1.816,2683.0,2868.0,M2501,2683.0,M2505
2024-12-31,1.827,2696.0,2858.0,M2501,2696.0,M2505
2025-01-02,1.841,2716.0,2861.0,M2501,2716.0,M2505
2025-01-03,1.816,2688.0,2862.0,M2501,2688.0,M2505
2025-01-06,1.826,2697.0,2871.0,M2501,2697.0,M2505
2025-01-07,1.795,2647.0,2824.0,M2501,2647.0,M2505
2025-01-08,1.794,2646.0,2830.0,M2501,2646.0,M2505
2025-01-09,1.774,2616.0,2835.0,M2501,2616.0,M2505
2025-01-10,1.803,2659.0,2880.0,M2501,2659.0,M2505
2025-01-13,1.859,2741.0,,M2501,2741.0,M2505
2025-01-14,1.866,2753.0,2998.0,M2501,2753.0,M2505
2025-01-15,1.879,2772.0,2965.0,M2501,2772.0,M2505
2025-01-16,1.869,2761.0,,M2501,2761.0,M2505
2025-01-17,1.883,2779.0,,M2501,2779.0,M2505
2025-01-20,1.905,2812.0,,M2501,2812.0,M2505
2025-01-21,1.931,2849.0,,M2501,2849.0,M2505
2025-01-22,1.924,2844.0,,M2501,2844.0,M2505
2025-01-23,1.919,2836.0,,M2501,2836.0,M2505
2025-01-24,1.924,2840.0,,M2501,2840.0,M2505
2025-01-27,1.91,2822.0,,M2501,2822.0,M2505
2025-02-05,1.988,2932.0,2932.0,M2505,3011.0,M2509
2025-02-06,1.969,2902.0,2902.0,M2505,3002.0,M2509
2025-02-07,1.97,2909.0,2909.0,M2505,2991.0,M2509
2025-02-10,1.964,2899.0,2899.0,M2505,2979.0,M2509
2025-02-11,1.965,2900.0,2900.0,M2505,2996.0,M2509
2025-02-12,1.937,2854.0,2854.0,M2505,2961.0,M2509
2025-02-13,1.929,2845.0,2845.0,M2505,2952.0,M2509
2025-02-14,1.955,2883.0,2883.0,M2505,2974.0,M2509
2025-02-17,1.933,2849.0,2849.0,M2505,2948.0,M2509
2025-02-18,1.937,2858.0,2858.0,M2505,2954.0,M2509
2025-02-19,1.968,2902.0,2902.0,M2505,2992.0,M2509
2025-02-20,1.984,2929.0,2929.0,M2505,3015.0,M2509
2025-02-21,1.995,2945.0,2945.0,M2505,3023.0,M2509
2025-02-24,1.968,2905.0,2905.0,M2505,2998.0,M2509
2025-02-25,1.974,2912.0,2912.0,M2505,3000.0,M2509
2025-02-26,1.957,2886.0,2886.0,M2505,2985.0,M2509
2025-02-27,1.992,2939.0,2939.0,M2505,3019.0,M2509
2025-02-28,1.988,2932.0,2932.0,M2505,3006.0,M2509
2025-03-03,2.04,3007.0,3007.0,M2505,3062.0,M2509
2025-03-04,2.017,2974.0,2974.0,M2505,3063.0,M2509
